Name,Fibered,Crossing Number,Genus-3D,Arc Index,Grid Notation
12n_838,Y,12,2,10,[[1;3];[1;6];[2;5];[2;9];[3;2];[3;8];[4;7];[4;10];[5;6];[5;9];[6;1];[6;8];[7;4];[7;10];[8;3];[8;7];[9;2];[9;5];[10;1];[10;4]]
12n_873,Y,12,4,10,[[1;1];[1;4];[2;2];[2;8];[3;5];[3;10];[4;3];[4;7];[5;6];[5;9];[6;1];[6;8];[7;4];[7;10];[8;2];[8;7];[9;5];[9;9];[10;3];[10;6]]
13n_192,Y,13,4,10,[[1;3];[1;8];[2;7];[2;10];[3;6];[3;9];[4;2];[4;8];[5;1];[5;7];[6;5];[6;10];[7;4];[7;9];[8;3];[8;6];[9;2];[9;5];[10;1];[10;4]]
13n_469,Y,13,2,10,[[1;6];[1;9];[2;7];[2;10];[3;2];[3;8];[4;4];[4;9];[5;5];[5;10];[6;1];[6;6];[7;3];[7;7];[8;4];[8;8];[9;2];[9;5];[10;1];[10;3]]
13n_584,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;10];[5;4];[5;9];[6;1];[6;5];[7;2];[7;8];[8;7];[8;10];[9;6];[9;9];[10;4];[10;8]]
13n_586,Y,13,3,10,[[1;1];[1;4];[2;2];[2;5];[3;3];[3;8];[4;6];[4;9];[5;7];[5;10];[6;4];[6;8];[7;1];[7;5];[8;2];[8;9];[9;6];[9;10];[10;3];[10;7]]
13n_588,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;6];[4;9];[5;7];[5;10];[6;3];[6;8];[7;1];[7;5];[8;4];[8;9];[9;6];[9;10];[10;2];[10;7]]
13n_592,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;3];[4;7];[5;1];[5;5];[6;6];[6;10];[7;4];[7;9];[8;2];[8;8];[9;7];[9;10];[10;6];[10;9]]
13n_604,Y,13,5,10,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;4];[4;8];[5;1];[5;5];[6;6];[6;9];[7;7];[7;10];[8;2];[8;8];[9;4];[9;9];[10;6];[10;10]]
13n_1180,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;7];[4;5];[4;9];[5;3];[5;8];[6;6];[6;10];[7;1];[7;7];[8;4];[8;9];[9;5];[9;10];[10;2];[10;8]]
13n_1192,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;3];[3;8];[4;5];[4;10];[5;4];[5;9];[6;1];[6;7];[7;6];[7;10];[8;2];[8;8];[9;5];[9;9];[10;4];[10;7]]
13n_1718,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;8];[4;1];[4;7];[5;5];[5;9];[6;3];[6;8];[7;6];[7;10];[8;2];[8;7];[9;4];[9;9];[10;5];[10;10]]
13n_1735,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;10];[5;4];[5;9];[6;1];[6;8];[7;5];[7;10];[8;2];[8;7];[9;6];[9;9];[10;4];[10;8]]
13n_1779,Y,13,4,10,[[1;1];[1;4];[2;2];[2;6];[3;3];[3;8];[4;4];[4;10];[5;1];[5;5];[6;3];[6;7];[7;6];[7;9];[8;2];[8;8];[9;7];[9;10];[10;5];[10;9]]
13n_1864,Y,13,3,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;9];[4;6];[4;10];[5;3];[5;8];[6;1];[6;7];[7;5];[7;10];[8;6];[8;9];[9;4];[9;8];[10;2];[10;7]]
13n_1901,Y,13,3,10,[[1;1];[1;4];[2;2];[2;6];[3;5];[3;9];[4;3];[4;7];[5;4];[5;10];[6;1];[6;8];[7;6];[7;9];[8;2];[8;7];[9;5];[9;10];[10;3];[10;8]]
13n_1907,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;6];[4;9];[5;7];[5;10];[6;3];[6;8];[7;5];[7;9];[8;1];[8;6];[9;4];[9;10];[10;2];[10;7]]
13n_2102,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;8];[4;6];[4;10];[5;4];[5;7];[6;5];[6;9];[7;1];[7;6];[8;2];[8;8];[9;7];[9;10];[10;4];[10;9]]
13n_2180,Y,13,3,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;9];[4;3];[4;8];[5;1];[5;7];[6;5];[6;10];[7;6];[7;9];[8;4];[8;8];[9;2];[9;7];[10;6];[10;10]]
13n_2428,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;7];[4;5];[4;10];[5;3];[5;8];[6;6];[6;9];[7;1];[7;7];[8;4];[8;10];[9;2];[9;8];[10;5];[10;9]]
13n_2436,Y,13,3,10,[[1;1];[1;3];[2;2];[2;6];[3;5];[3;8];[4;3];[4;7];[5;4];[5;10];[6;1];[6;6];[7;5];[7;9];[8;2];[8;8];[9;7];[9;10];[10;4];[10;9]]
13n_2491,Y,13,4,10,[[1;4];[1;8];[2;2];[2;6];[3;5];[3;9];[4;7];[4;10];[5;1];[5;8];[6;4];[6;9];[7;6];[7;10];[8;3];[8;7];[9;2];[9;5];[10;1];[10;3]]
13n_2492,Y,13,4,10,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;6];[4;4];[4;8];[5;5];[5;10];[6;1];[6;7];[7;6];[7;9];[8;2];[8;8];[9;7];[9;10];[10;4];[10;9]]
13n_2527,Y,13,2,10,[[1;6];[1;9];[2;7];[2;10];[3;2];[3;8];[4;4];[4;9];[5;1];[5;6];[6;5];[6;10];[7;3];[7;7];[8;4];[8;8];[9;2];[9;5];[10;1];[10;3]]
13n_2769,Y,13,3,10,[[1;6];[1;10];[2;2];[2;7];[3;4];[3;8];[4;6];[4;9];[5;1];[5;7];[6;5];[6;10];[7;3];[7;8];[8;4];[8;9];[9;2];[9;5];[10;1];[10;3]]
13n_2872,Y,13,3,10,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;9];[4;3];[4;8];[5;1];[5;6];[6;7];[6;10];[7;5];[7;9];[8;4];[8;8];[9;6];[9;10];[10;2];[10;7]]
13n_3158,Y,13,2,10,[[1;1];[1;4];[2;2];[2;5];[3;3];[3;8];[4;4];[4;9];[5;1];[5;6];[6;7];[6;10];[7;2];[7;8];[8;5];[8;9];[9;3];[9;7];[10;6];[10;10]]
13n_3414,Y,13,3,10,[[1;1];[1;4];[2;2];[2;5];[3;3];[3;8];[4;6];[4;10];[5;4];[5;9];[6;1];[6;7];[7;5];[7;10];[8;2];[8;8];[9;6];[9;9];[10;3];[10;7]]
13n_3582,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;7];[4;5];[4;9];[5;6];[5;10];[6;1];[6;8];[7;3];[7;7];[8;4];[8;9];[9;5];[9;10];[10;2];[10;8]]
13n_3589,Y,13,3,10,[[1;5];[1;10];[2;3];[2;7];[3;6];[3;9];[4;2];[4;8];[5;7];[5;10];[6;4];[6;9];[7;1];[7;5];[8;3];[8;8];[9;2];[9;6];[10;1];[10;4]]
13n_3602,Y,13,2,10,[[1;5];[1;10];[2;3];[2;7];[3;6];[3;9];[4;2];[4;8];[5;7];[5;10];[6;1];[6;5];[7;4];[7;9];[8;3];[8;8];[9;2];[9;6];[10;1];[10;4]]
13n_3979,Y,13,3,10,[[1;1];[1;4];[2;2];[2;6];[3;3];[3;7];[4;5];[4;10];[5;4];[5;8];[6;1];[6;7];[7;3];[7;9];[8;6];[8;10];[9;2];[9;8];[10;5];[10;9]]
13n_4024,Y,13,4,10,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;7];[4;5];[4;9];[5;6];[5;10];[6;1];[6;7];[7;3];[7;8];[8;4];[8;9];[9;5];[9;10];[10;2];[10;8]]
13n_4084,Y,13,3,10,[[1;5];[1;9];[2;3];[2;8];[3;6];[3;10];[4;2];[4;7];[5;4];[5;9];[6;1];[6;8];[7;5];[7;10];[8;3];[8;7];[9;2];[9;6];[10;1];[10;4]]
13n_4587,Y,13,5,10,[[1;1];[1;4];[2;2];[2;6];[3;3];[3;7];[4;4];[4;8];[5;5];[5;9];[6;1];[6;7];[7;6];[7;10];[8;3];[8;9];[9;2];[9;8];[10;5];[10;10]]
13n_4634,Y,13,4,10,[[1;1];[1;4];[2;2];[2;6];[3;3];[3;7];[4;5];[4;10];[5;4];[5;8];[6;1];[6;6];[7;2];[7;9];[8;7];[8;10];[9;3];[9;8];[10;5];[10;9]]
13n_4639,Y,13,4,10,[[1;1];[1;4];[2;2];[2;6];[3;3];[3;7];[4;5];[4;9];[5;4];[5;8];[6;1];[6;7];[7;6];[7;10];[8;3];[8;9];[9;2];[9;8];[10;5];[10;10]]
9_1,Y,9,4,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;6];[5;5];[5;7];[6;6];[6;8];[7;7];[7;9];[8;8];[8;10];[9;9];[9;11];[10;1];[10;10];[11;2];[11;11]]
9_11,Y,9,3,11,[[1;2];[1;7];[2;6];[2;10];[3;9];[3;11];[4;1];[4;10];[5;8];[5;11];[6;7];[6;9];[7;5];[7;8];[8;4];[8;6];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
9_17,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;8];[6;7];[6;10];[7;5];[7;8];[8;9];[8;11];[9;1];[9;10];[10;6];[10;11];[11;2];[11;9]]
9_20,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;8];[6;7];[6;10];[7;9];[7;11];[8;1];[8;10];[9;5];[9;11];[10;2];[10;8];[11;6];[11;9]]
9_22,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;8];[6;7];[6;11];[7;1];[7;9];[8;5];[8;10];[9;8];[9;11];[10;2];[10;10];[11;6];[11;9]]
9_24,Y,9,3,11,[[1;6];[1;10];[2;9];[2;11];[3;2];[3;10];[4;8];[4;11];[5;5];[5;9];[6;1];[6;7];[7;6];[7;8];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
9_26,Y,9,3,11,[[1;6];[1;10];[2;8];[2;11];[3;2];[3;10];[4;7];[4;11];[5;5];[5;9];[6;1];[6;8];[7;6];[7;9];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
9_27,Y,9,3,11,[[1;8];[1;10];[2;2];[2;9];[3;5];[3;11];[4;1];[4;10];[5;8];[5;11];[6;4];[6;7];[7;6];[7;9];[8;5];[8;7];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
9_28,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;8];[6;11];[7;1];[7;10];[8;4];[8;11];[9;2];[9;7];[10;5];[10;9];[11;8];[11;10]]
9_29,Y,9,3,11,[[1;5];[1;10];[2;2];[2;8];[3;7];[3;11];[4;4];[4;9];[5;1];[5;10];[6;8];[6;11];[7;6];[7;9];[8;5];[8;7];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
9_30,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;1];[6;8];[7;4];[7;9];[8;7];[8;11];[9;2];[9;10];[10;8];[10;11];[11;5];[11;10]]
9_31,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;8];[6;11];[7;1];[7;10];[8;4];[8;11];[9;2];[9;9];[10;7];[10;10];[11;5];[11;8]]
9_32,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;1];[5;7];[6;4];[6;9];[7;6];[7;11];[8;2];[8;8];[9;7];[9;10];[10;9];[10;11];[11;5];[11;10]]
9_33,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;1];[6;8];[7;4];[7;10];[8;9];[8;11];[9;7];[9;10];[10;2];[10;8];[11;5];[11;11]]
9_34,Y,9,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;6];[7;10];[8;4];[8;8];[9;5];[9;11];[10;2];[10;9];[11;7];[11;11]]
9_36,Y,9,3,11,[[1;2];[1;9];[2;6];[2;10];[3;5];[3;9];[4;8];[4;11];[5;1];[5;10];[6;7];[6;11];[7;6];[7;8];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
9_40,Y,9,3,11,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;5];[4;9];[5;8];[5;11];[6;3];[6;10];[7;6];[7;11];[8;1];[8;9];[9;7];[9;10];[10;4];[10;8];[11;2];[11;6]]
11n_1,Y,11,2,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;7];[5;5];[5;9];[6;8];[6;10];[7;1];[7;9];[8;6];[8;11];[9;2];[9;10];[10;7];[10;11];[11;5];[11;8]]
11n_4,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;11];[6;6];[6;10];[7;1];[7;8];[8;4];[8;11];[9;2];[9;9];[10;7];[10;10];[11;5];[11;9]]
11n_5,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;9];[6;8];[6;11];[7;6];[7;10];[8;1];[8;9];[9;4];[9;11];[10;2];[10;7];[11;5];[11;10]]
11n_6,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;9];[5;6];[5;11];[6;1];[6;8];[7;4];[7;9];[8;5];[8;10];[9;2];[9;8];[10;7];[10;11];[11;6];[11;10]]
11n_7,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;10];[6;1];[6;8];[7;4];[7;9];[8;7];[8;11];[9;2];[9;8];[10;5];[10;10];[11;9];[11;11]]
11n_8,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;1];[5;7];[6;6];[6;9];[7;8];[7;11];[8;4];[8;10];[9;2];[9;7];[10;9];[10;11];[11;5];[11;10]]
11n_9,Y,11,4,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;9];[5;6];[5;10];[6;7];[6;11];[7;1];[7;8];[8;4];[8;10];[9;6];[9;9];[10;2];[10;8];[11;5];[11;11]]
11n_10,Y,11,3,11,[[1;5];[1;9];[2;7];[2;11];[3;2];[3;10];[4;6];[4;11];[5;1];[5;8];[6;4];[6;9];[7;7];[7;10];[8;5];[8;8];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_11,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;1];[6;8];[7;7];[7;10];[8;9];[8;11];[9;4];[9;10];[10;2];[10;8];[11;5];[11;11]]
11n_13,Y,11,4,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;5];[5;8];[6;6];[6;10];[7;1];[7;7];[8;9];[8;11];[9;2];[9;10];[10;8];[10;11];[11;6];[11;9]]
11n_14,Y,11,3,11,[[1;2];[1;8];[2;6];[2;10];[3;9];[3;11];[4;1];[4;10];[5;7];[5;11];[6;5];[6;8];[7;6];[7;9];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
11n_15,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;8];[6;7];[6;11];[7;1];[7;10];[8;5];[8;9];[9;8];[9;11];[10;6];[10;10];[11;2];[11;9]]
11n_21,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;6];[7;11];[8;4];[8;10];[9;2];[9;8];[10;5];[10;11];[11;7];[11;9]]
11n_22,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;8];[7;11];[8;4];[8;10];[9;2];[9;6];[10;5];[10;9];[11;7];[11;11]]
11n_25,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;9];[6;8];[6;10];[7;1];[7;9];[8;7];[8;11];[9;5];[9;10];[10;2];[10;8];[11;6];[11;11]]
11n_26,Y,11,3,11,[[1;9];[1;11];[2;5];[2;10];[3;2];[3;7];[4;6];[4;11];[5;5];[5;9];[6;1];[6;8];[7;7];[7;10];[8;4];[8;8];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_28,Y,11,2,11,[[1;6];[1;9];[2;8];[2;11];[3;2];[3;10];[4;7];[4;11];[5;1];[5;9];[6;6];[6;10];[7;5];[7;8];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
11n_31,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;10];[5;6];[5;9];[6;7];[6;11];[7;1];[7;8];[8;6];[8;10];[9;4];[9;9];[10;2];[10;8];[11;5];[11;11]]
11n_32,Y,11,3,11,[[1;8];[1;11];[2;5];[2;10];[3;7];[3;11];[4;6];[4;9];[5;2];[5;8];[6;4];[6;10];[7;1];[7;7];[8;5];[8;9];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_33,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;6];[5;10];[6;1];[6;7];[7;4];[7;11];[8;2];[8;9];[9;5];[9;10];[10;8];[10;11];[11;7];[11;9]]
11n_36,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;8];[4;4];[4;10];[5;1];[5;6];[6;5];[6;9];[7;7];[7;10];[8;2];[8;8];[9;6];[9;11];[10;4];[10;9];[11;7];[11;11]]
11n_41,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;9];[5;8];[5;11];[6;4];[6;9];[7;1];[7;5];[8;2];[8;10];[9;7];[9;11];[10;4];[10;8];[11;6];[11;10]]
11n_44,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;11];[5;4];[5;8];[6;1];[6;5];[7;2];[7;10];[8;7];[8;11];[9;4];[9;9];[10;8];[10;10];[11;6];[11;9]]
11n_47,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;9];[5;7];[5;11];[6;4];[6;8];[7;1];[7;5];[8;2];[8;10];[9;6];[9;11];[10;4];[10;9];[11;8];[11;10]]
11n_51,Y,11,3,11,[[1;5];[1;8];[2;7];[2;11];[3;2];[3;10];[4;9];[4;11];[5;6];[5;10];[6;1];[6;8];[7;5];[7;9];[8;4];[8;7];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_52,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;9];[6;8];[6;11];[7;6];[7;10];[8;1];[8;9];[9;7];[9;11];[10;4];[10;10];[11;2];[11;5]]
11n_53,Y,11,3,11,[[1;9];[1;11];[2;2];[2;5];[3;4];[3;10];[4;7];[4;11];[5;1];[5;8];[6;6];[6;9];[7;7];[7;10];[8;5];[8;8];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_54,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;8];[7;11];[8;6];[8;10];[9;4];[9;9];[10;2];[10;5];[11;7];[11;11]]
11n_55,Y,11,3,11,[[1;7];[1;10];[2;2];[2;5];[3;4];[3;9];[4;8];[4;11];[5;6];[5;10];[6;1];[6;9];[7;7];[7;11];[8;5];[8;8];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_56,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;6];[5;9];[6;7];[6;11];[7;1];[7;10];[8;4];[8;11];[9;2];[9;8];[10;5];[10;9];[11;7];[11;10]]
11n_58,Y,11,3,11,[[1;6];[1;11];[2;2];[2;9];[3;8];[3;11];[4;7];[4;10];[5;5];[5;9];[6;1];[6;8];[7;6];[7;10];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
11n_59,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;6];[5;9];[6;8];[6;11];[7;7];[7;10];[8;1];[8;9];[9;5];[9;11];[10;2];[10;8];[11;6];[11;10]]
11n_60,Y,11,4,11,[[1;8];[1;11];[2;6];[2;9];[3;7];[3;10];[4;2];[4;8];[5;5];[5;11];[6;1];[6;9];[7;6];[7;10];[8;4];[8;7];[9;3];[9;5];[10;2];[10;4];[11;1];[11;3]]
11n_66,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;9];[5;1];[5;7];[6;4];[6;8];[7;6];[7;10];[8;2];[8;9];[9;7];[9;11];[10;5];[10;10];[11;8];[11;11]]
11n_74,Y,11,2,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;4];[4;8];[5;1];[5;5];[6;6];[6;9];[7;8];[7;11];[8;2];[8;10];[9;4];[9;9];[10;7];[10;11];[11;6];[11;10]]
11n_76,Y,11,4,11,[[1;4];[1;8];[2;6];[2;10];[3;2];[3;9];[4;5];[4;11];[5;1];[5;8];[6;7];[6;10];[7;6];[7;9];[8;4];[8;11];[9;3];[9;7];[10;2];[10;5];[11;1];[11;3]]
11n_77,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;4];[4;8];[5;1];[5;5];[6;6];[6;9];[7;8];[7;10];[8;4];[8;9];[9;7];[9;11];[10;2];[10;10];[11;6];[11;11]]
11n_78,Y,11,4,11,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;11];[5;4];[5;8];[6;1];[6;5];[7;2];[7;9];[8;7];[8;10];[9;8];[9;11];[10;4];[10;10];[11;6];[11;9]]
11n_80,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;9];[5;6];[5;11];[6;1];[6;8];[7;5];[7;10];[8;4];[8;9];[9;2];[9;8];[10;7];[10;11];[11;6];[11;10]]
11n_85,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;4];[7;11];[8;2];[8;8];[9;6];[9;10];[10;5];[10;9];[11;7];[11;11]]
11n_87,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;9];[5;1];[5;7];[6;4];[6;8];[7;6];[7;11];[8;2];[8;9];[9;7];[9;10];[10;8];[10;11];[11;5];[11;10]]
11n_89,Y,11,3,11,[[1;8];[1;10];[2;2];[2;9];[3;5];[3;11];[4;1];[4;7];[5;4];[5;10];[6;8];[6;11];[7;6];[7;9];[8;5];[8;7];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_91,Y,11,2,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;7];[5;5];[5;10];[6;1];[6;9];[7;6];[7;10];[8;8];[8;11];[9;2];[9;9];[10;7];[10;11];[11;5];[11;8]]
11n_94,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;10];[5;1];[5;7];[6;6];[6;9];[7;8];[7;11];[8;4];[8;10];[9;2];[9;9];[10;7];[10;11];[11;5];[11;8]]
11n_98,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;10];[6;4];[6;8];[7;9];[7;11];[8;7];[8;10];[9;1];[9;8];[10;5];[10;11];[11;2];[11;9]]
11n_103,Y,11,3,11,[[1;5];[1;9];[2;8];[2;11];[3;2];[3;10];[4;7];[4;11];[5;4];[5;9];[6;1];[6;8];[7;6];[7;10];[8;5];[8;7];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_105,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;9];[6;11];[7;6];[7;10];[8;1];[8;8];[9;4];[9;11];[10;2];[10;7];[11;5];[11;9]]
11n_108,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;1];[5;7];[6;4];[6;9];[7;6];[7;11];[8;2];[8;8];[9;5];[9;10];[10;9];[10;11];[11;7];[11;10]]
11n_109,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;1];[5;7];[6;4];[6;10];[7;6];[7;11];[8;2];[8;9];[9;5];[9;10];[10;8];[10;11];[11;7];[11;9]]
11n_112,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;8];[7;6];[7;9];[8;7];[8;11];[9;4];[9;10];[10;2];[10;9];[11;5];[11;11]]
11n_113,Y,11,2,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;8];[5;7];[5;9];[6;8];[6;11];[7;1];[7;10];[8;5];[8;9];[9;6];[9;11];[10;2];[10;7];[11;5];[11;10]]
11n_115,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;10];[5;1];[5;7];[6;4];[6;8];[7;6];[7;11];[8;2];[8;9];[9;7];[9;10];[10;5];[10;9];[11;8];[11;11]]
11n_119,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;9];[5;1];[5;7];[6;4];[6;10];[7;8];[7;11];[8;6];[8;9];[9;7];[9;10];[10;2];[10;8];[11;5];[11;11]]
11n_120,Y,11,4,11,[[1;7];[1;11];[2;2];[2;10];[3;5];[3;11];[4;4];[4;8];[5;6];[5;9];[6;7];[6;10];[7;1];[7;8];[8;5];[8;9];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_121,Y,11,3,11,[[1;5];[1;9];[2;7];[2;11];[3;2];[3;10];[4;6];[4;11];[5;5];[5;8];[6;1];[6;9];[7;7];[7;10];[8;4];[8;8];[9;3];[9;6];[10;2];[10;4];[11;1];[11;3]]
11n_124,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;6];[5;10];[6;1];[6;9];[7;7];[7;10];[8;4];[8;8];[9;5];[9;11];[10;2];[10;9];[11;7];[11;11]]
11n_125,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;1];[5;7];[6;6];[6;9];[7;8];[7;11];[8;4];[8;10];[9;7];[9;11];[10;2];[10;9];[11;5];[11;10]]
11n_127,Y,11,3,11,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;1];[6;9];[7;4];[7;10];[8;6];[8;11];[9;2];[9;8];[10;5];[10;9];[11;7];[11;11]]
